application_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45,mvar46,mvar47,default_ind
233926,1712,1.4101,3.307,0,0,162,6848,1487,21508,15168,missing,5437,14875,24775,498473,0,0,0,3,3,57.95,2462.58,899.53,32.4,1310,2312,2312,61,7361,1582,missing,732,11.5833,3,1,11,7,8,0,missing,58.464,0.03846,15,0.65087,0,0,C,1
233927,1850,0,0,0,0,1601,27821,15469,76810,75083,missing,48482,44990,123875,544059,0,0,1,1,3,70.23,N/A,N/A,70.23,5057,7969,7969,30386,7969,3437,missing,665,8.5833,0,na,9,3,1,0,missing,43.164,0,11,0.62817,0,0,C,0
233928,1637,2.8752,28.069,1.025,0,0,3068,2096,1951,3068,6908,1961,15493,56487,461716,2,4,4,4,5,102.13,14585.19,N/A,145.85,1141,608,608,30,2920,700,578,150,8,1,2,14,2,17,0,100,74.552,0.73077,2,0.55648,na,0,C,1
233929,1813,0.0981,7.724,0,7.322,426,15020,2379,20944,27821,missing,98,2667,72343,missing,0,0,0,0,0,3.96,N/A,N/A,1.26,2854,3954,3954,0,7604,4897,3011,1220,1,1,na,5,12,2,0,missing,81.559,0.16667,9,0.50114,0,0,C,0
233930,1757,2.4447,7.066,0,0,793,4393,2205,7487,15016,215,154,9844,99100,329012,0,0,0,0,0,6.51,331.2,0,3.31,551,2464,730,30,3072,2829,missing,145,0.0833,0,0,4,5,9,0,missing,93.853,0.42857,9,0.81353,0,0,C,0
233931,1887,N/A,0,0,0,1983,4718,4718,22300,6701,missing,237,1077,59460,212134,0,0,0,0,0,4.78,N/A,N/A,3.41,1497,3042,3042,30386,3559,missing,missing,246,0.9167,0,na,1,2,0,0,missing,missing,0,3,1,na,na,L,0
233932,1772,0.6566,0.916,0,0,1415,28208,8424,29540,38348,missing,6017,95044,99100,274507,0,0,0,1,1,80.96,N/A,N/A,37.24,2570,4623,4623,456,4623,2859,missing,338,0.4167,0,na,2,4,0,0,missing,missing,0.33333,3,0.84335,0,0,L,0
233933,1807,0.0501,0,0,0,86,1716,991,2478,2794,missing,1400,1753,44595,218020,0,0,0,1,1,94.2,9420,N/A,56.52,1627,2798,2798,30386,2798,missing,missing,107,0.5833,0,0,2,1,4,0,missing,missing,0,3,0.99428,0,na,L,0
233934,1636,0.4384,37.539,0,15.829,missing,18080,missing,198,18080,42378,missing,missing,49550,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,1308,6266,missing,0,6935,missing,3437,86,18.5,0,na,7,2,0,0,missing,missing,0.73333,1,1,na,na,C,0
233935,1828,0.0739,0,0,0,1239,19134,4855,31217,33725,missing,15415,missing,148650,missing,0,0,0,1,1,59.14,7727.27,7727.27,54.01,1138,2768,2768,30386,2768,882,1977,187,0.4167,0,0,5,2,2,0,missing,53.334,0,6,0.86566,0,0,C,0
233936,1691,0,1.418,0,0,missing,218,missing,297,218,3396,79,0,346850,460815,na,0,0,0,0,N/A,N/A,N/A,26.67,1430,760,missing,30,6631,missing,missing,47,24.6667,0,na,3,1,1,0,missing,missing,0.72727,2,0.99978,0,na,C,1
233937,1784,0.4668,0,0,0,503,2412,2412,61257,11516,missing,14466,13610,13379,283426,0,0,0,1,1,66.7,4439.19,5646.67,32.03,1392,5049,3072,1247,5049,3680,missing,915,2.8333,0,na,7,13,3,0,missing,missing,0.0303,15,0.39858,na,0,C,1
233938,1600,0.334,37.908,1.496,22.843,missing,missing,missing,missing,0,6597,missing,missing,89190,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,1430,1612,1612,0,4775,1977,4775,141,4.0833,0,na,6,0,3,0,missing,missing,1.11111,0,N/A,na,0,C,0
233939,na,0.5661,5.888,0,0,missing,missing,missing,missing,0,342,missing,missing,69370,336940,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,1916,missing,missing,missing,9.4167,0,na,2,na,1,0,missing,missing,2,0,1,na,na,C,1
233940,1660,7.8159,31.498,0,0,0,447,0,1142,548,3059,597,588,69370,406310,1,1,1,1,1,100.33,N/A,N/A,252.5,836,2585,1308,0,2585,243,missing,110,7.0833,1,na,6,2,4,0,missing,97.01,0.63158,4,0.80256,na,0,C,1
233941,1704,0.8263,15.259,0,0,missing,21257,missing,68684,23266,1992,4946,0,148650,158560,na,0,0,1,1,N/A,0,N/A,423.83,3369,9155,9155,0,10007,3985,missing,1329,18.8333,0,na,5,12,1,0,missing,missing,0.34211,7,0.91358,0,0,C,0
233942,1725,0.0968,1.22,0,0,117,27512,1796,11322,32344,missing,7352,7421,89190,263606,0,0,0,1,1,70.43,N/A,N/A,62.62,3055,3620,3620,0,3620,2890,missing,703,1.8333,0,na,8,7,1,1,missing,96.379,0.08333,9,0.5019,na,0,C,0
233943,1665,1.2204,38.397,3.468,0,56,20970,496,10354,36909,14838,2504,3630,29730,188290,0,1,1,5,5,64.86,7324.64,5743.75,93.59,1414,3802,3802,0,6418,3680,4106,651,6.3333,1,0,23,11,12,1,126.472,25.049,0.47826,10,0.79544,0,1,C,0
233944,1774,0.1401,0,0,0,18,8576,547,19176,15226,23,12035,5427,148650,195556,0,0,0,6,6,67.98,7803.85,N/A,74.5,2575,5171,5171,30386,5171,183,missing,762,9.5,0,0,12,8,4,0,missing,95.24,0.05263,13,0.80394,0,0,C,0
233945,1709,0.1171,0,0,0,52,1664,1288,1487,2952,missing,1146,6903,49550,82253,0,0,0,0,0,66.06,1014.63,N/A,0,1014,639,639,30,7330,missing,missing,100,5.3333,0,0,2,0,3,0,missing,missing,0.25,3,0.98045,0,na,C,1
233946,1805,0.2265,0,0,0,492,2712,2712,144547,7033,missing,1688,2561,0,215047,0,0,0,0,0,26.2,496.23,N/A,19.35,1753,3407,3407,669,7543,missing,missing,1959,14.5833,0,0,5,31,2,0,missing,missing,0.07692,7,0.99206,0,0,L,0
233947,1891,0.1683,0,0,0,37,178380,40532,134352,274048,missing,10917,43641,0,missing,0,0,0,1,1,16.95,0,0,1.16,2528,7635,7635,30386,12440,missing,missing,1496,27.4167,0,0,1,12,3,0,missing,missing,0,17,0.89978,na,na,L,0
233948,1892,0.0724,0,0,0,10129,28425,10129,56586,71027,missing,7015,59304,128830,158615,0,0,0,0,0,40.92,N/A,N/A,40.92,2937,4836,4836,30386,5353,3772,4167,869,9.8333,0,na,4,9,0,0,43.941,59.768,0,7,0.83471,0,0,C,0
233949,1678,0.5871,3.497,0.732,0,93,4721,191,13379,10469,missing,7515,2787,69370,225516,0,0,0,3,3,95.77,6966.67,6966.67,94.79,3123,4228,4228,30,4563,4563,1673,308,11.4167,2,na,15,2,6,0,97.023,75.49,0.04762,17,0.4849,na,0,C,0
233950,1747,2.1065,0.771,0,0,146,11972,498,25965,15716,missing,4240,5872,138740,64911,0,0,0,2,2,80.74,8848.89,8848.89,62.26,1806,4654,4289,0,5445,4471,4593,475,10.8333,0,0,7,6,5,0,90.444,missing,0.28205,8,0.93014,1,0,L,0
233951,1651,3.0879,12.862,0,0,missing,missing,missing,1090,0,5729,0,0,495500000,24908,na,na,na,0,0,N/A,N/A,N/A,N/A,572,2342,2342,30,4198,missing,4198,94,N/A,0,na,6,4,7,na,missing,missing,0.72222,1,N/A,na,na,C,1
233952,1913,0.1968,0,0,0,6646,21604,21604,71649,76886,missing,1121,16842,148650,missing,0,0,0,0,0,3.19,821.05,821.05,1.56,6254,10950,10950,30386,12866,4897,missing,1028,22.75,0,0,4,4,2,0,missing,missing,0,8,0.95778,0,0,L,0
233953,1739,0.8261,6.951,0,0,614,1723,614,941,3022,2107,139,610,54505,169426,0,0,0,0,0,17.33,142.86,500,14.74,973,973,973,0,4076,365,4076,32,2.4167,0,na,6,0,3,0,94.633,89.938,0.53333,8,0.57752,na,0,L,0
233954,1722,N/A,13.139,0.278,0,995,25334,1553,43034,59116,262,9047,113771,79280,missing,0,0,0,1,2,78.03,6517.78,N/A,71.06,4908,2555,2555,0,14144,missing,missing,1291,15.8333,2,0,5,7,3,0,missing,missing,0.10526,4,0.90617,0,0,L,0
233955,1782,0.0612,0,0,0,734,17974,17974,56223,44703,missing,638,8067,94145,missing,0,0,0,0,0,2.14,0,N/A,1.49,2862,7939,7939,1186,7939,missing,missing,941,4.1667,0,0,4,6,4,0,missing,missing,0.26316,8,0.9964,0,na,L,0
233956,1870,0.3468,0,0,0,777,17193,17193,36668,28864,missing,4335,9944,495500,missing,0,0,0,1,1,19.41,0,N/A,12.43,4156,13110,13110,30386,13110,3498,missing,1093,1.6667,0,0,4,6,3,0,missing,missing,0,11,0.62997,na,0,L,0
233957,1800,N/A,0,0,0,165,16603,165,10703,19366,missing,4993,3104,97118,missing,0,0,0,1,2,96.61,N/A,N/A,50.64,4633,6327,5566,973,7330,missing,missing,457,21.6667,1,na,4,3,0,0,missing,missing,0,6,0.47178,na,0,L,0
233958,1810,N/A,0,0,0,95,39672,1983,43561,22558,missing,57832,23802,128830,188745,0,0,0,3,3,98.47,N/A,N/A,77.23,2317,8760,5019,30386,9186,2920,missing,914,19.1667,0,na,5,10,0,0,missing,missing,0,6,0.70266,0,0,L,0
233959,1924,0.0241,0,0,0,2478,24478,24478,54212,67918,missing,10643,60356,198200,1141043,0,0,0,0,0,21.06,1053.27,336.11,0,2198,8091,8091,30386,8091,missing,missing,867,4.5,0,0,1,4,5,0,missing,missing,0,9,0.98164,0,0,L,0
233960,1891,0.0346,0,0,0,4460,9366,8919,41918,24925,missing,7077,23494,49550,missing,0,0,0,0,0,54.1,N/A,N/A,0,3275,4045,4045,30386,7848,4198,missing,646,15.8333,0,na,1,4,1,0,missing,68.468,0,5,0.74186,na,0,L,0
233961,1895,N/A,0,0,0,18535,18535,18535,34635,22574,missing,1408,9653,39640,missing,0,0,0,0,0,2.59,N/A,N/A,5.87,7695,12897,12897,30386,12897,missing,missing,759,6.5,0,na,2,3,0,0,missing,missing,0,2,0.65025,na,na,L,0
233962,1598,0.1464,21.698,0,7.178,missing,missing,missing,7239,0,10290,missing,missing,34685,317892,na,na,na,0,0,N/A,N/A,N/A,N/A,1404,2677,2677,0,8121,2220,1977,277,12.4167,0,na,4,6,1,na,missing,missing,0.73333,0,N/A,0,0,L,0
233963,1780,0.2101,0,0,0,57,24429,923,8974,26703,missing,2632,5221,49550,392401,0,0,0,2,2,70.83,6276,N/A,70.83,1866,4928,4928,2312,4988,4319,missing,368,0.0833,0,0,5,3,2,0,missing,69.536,0.1875,6,0.56307,na,0,L,0
233964,1885,0.2212,0,0,0,1295,25271,25271,253079,104332,missing,8992,missing,123875,157074,0,0,0,1,1,18.06,2364.96,2498.72,8.01,2568,7361,7361,30386,8608,5931,missing,2025,23.3333,0,0,7,18,6,0,missing,missing,0,18,0.35167,0,0,L,0
233965,1746,0.0479,6.187,0,0,171,9910,9910,10703,10877,331,2946,8407,39640,178928,0,0,0,0,0,31.01,3064.95,1621.05,0.27,1232,5566,5566,0,5566,missing,missing,243,2.8333,0,0,5,2,5,0,missing,missing,0.8,2,0.6892,na,na,L,0
233966,1664,0,5.455,0,0,missing,missing,missing,35604,0,missing,missing,0,396400,403232,na,na,na,0,0,N/A,N/A,N/A,N/A,2512,4045,4045,0,5384,4137,missing,413,6.25,0,na,1,5,0,na,missing,missing,0.5,1,N/A,1,0,L,0
233967,1852,0.2926,0,0,0,1124,19450,2865,41424,27577,missing,22397,14458,118920,259642,0,0,0,1,1,84.52,9433,N/A,73.38,2089,11224,5323,30386,11224,missing,missing,206,5.1667,0,0,4,1,1,0,missing,missing,0,6,0.90529,0,0,L,0
233968,1922,0,0,0,0,13908,190874,24568,54475,229349,missing,1630,69048,991000,401355,0,0,0,0,0,4.07,N/A,N/A,4.07,4848,6905,6905,30386,11345,missing,missing,797,13.6667,0,na,3,5,0,0,missing,missing,0,3,0.99365,0,na,L,0
233969,1835,0.2982,0,0,0,403,5198,5198,100512,20245,missing,6475,14067,198200,1091686,0,0,0,1,1,40.27,1038.76,1258.33,32.98,3434,6600,6600,730,9703,304,missing,1129,3,0,0,5,7,4,0,missing,87.99,0,8,0.9578,0,0,L,0
233970,1916,0.0951,0,0,0,9910,136914,34685,124471,235013,missing,376,197888,297300,249488,0,0,0,0,0,2.37,N/A,N/A,0.35,3353,13809,8973,30386,13931,3650,missing,992,22.8333,0,na,4,7,1,0,missing,missing,0,10,0.69167,na,0,L,0
233971,1871,0.4051,0,0,0,1202,10051,6442,41820,20063,missing,3980,0,89190,145578,0,0,0,1,1,75.74,7574,7574,30.42,2882,4563,3407,30386,9520,3711,missing,758,11.6667,0,0,4,4,2,0,missing,47.926,0,11,0.95017,0,0,L,0
233972,1901,N/A,0,0,0,2204,39640,4448,22694,58316,missing,3655,24691,79280,212077,0,0,0,0,0,35.46,0,N/A,35.46,3934,8973,8973,30386,8973,missing,missing,776,23.5,0,na,4,6,2,0,missing,missing,0,7,0.95955,0,na,L,0
233973,1710,0.5234,0,0,0,missing,missing,missing,missing,0,615,missing,4390,227930,260533,na,na,na,0,0,N/A,N/A,N/A,N/A,2373,missing,missing,30386,2373,missing,missing,78,2.6667,0,na,1,1,1,na,missing,missing,missing,0,N/A,na,na,L,0
233974,1876,0,0,0,0,4760,14865,14865,30820,22062,missing,236,14415,84235,426982,0,0,0,0,0,3.94,394,N/A,1.06,3298,1369,1369,30386,10372,missing,missing,759,4,0,0,2,3,1,0,missing,missing,0,4,0.82773,na,na,L,0
233975,1900,0.2319,0,0,0,7211,14865,14865,68823,95031,missing,12891,18739,148650,256552,0,0,0,0,0,35.16,N/A,N/A,36.35,1419,9946,3711,30386,9946,3042,3407,280,8.75,0,na,11,4,8,0,61.128,64.824,0,21,0.71961,0,0,L,0
233976,1919,N/A,0,0,0,4955,24775,24775,37737,17149,missing,6824,324,59460,missing,0,0,0,0,0,N/A,N/A,N/A,4.21,3326,9003,2464,30386,9003,missing,missing,656,19.9167,0,na,4,5,0,0,missing,missing,0,8,0.90052,na,0,L,0
233977,1871,N/A,0,0,0,2696,5256,5256,16376,9438,missing,868,405,0,missing,0,0,0,0,0,9.84,N/A,N/A,7.06,1354,2403,2403,30386,2677,missing,missing,356,2,0,na,2,4,0,0,missing,missing,0,5,0.79452,na,na,L,0
233978,1712,0.3401,0,0,0,496,707,496,793,1202,0,0,missing,89190,78884,0,0,0,0,0,N/A,0,0,0,456,91,91,183,3954,3559,3711,30,10.6667,0,0,na,1,4,0,missing,missing,0.54545,2,N/A,na,0,L,0
233979,1905,0.4234,0,0,0,6321,19820,19820,78735,91104,missing,4386,32129,346850,281829,0,0,0,0,0,15.75,N/A,N/A,6.36,2379,4654,4654,30386,4654,1338,2677,704,0.0833,0,na,4,7,3,0,missing,82.051,0,21,0.58793,0,0,L,0
233980,1877,0.1084,0,0,0,10376,23236,23236,114788,57423,missing,9498,115964,198200,520771,0,0,0,0,0,14.78,1347.07,621.2,19.66,1497,5262,5262,30386,5262,2464,missing,689,0.75,0,0,4,8,3,0,missing,84,0,7,0.50034,na,0,L,0
233981,1769,0.7851,4.816,0,0,372,165137,640,147164,334935,missing,23799,45581,148650,188590,0,0,0,2,3,61.02,N/A,N/A,61.02,5484,8608,8608,304,8730,5080,1977,1803,10.1667,0,na,10,10,2,0,missing,98.73,0.02857,7,0.37589,0,0,L,0
233982,1852,0.6333,0,0,0,1189,3469,3469,3667,4752,missing,1103,missing,118920,missing,0,0,0,0,0,24.73,1268.42,1209.78,23.16,213,274,274,30386,7756,missing,7756,28,2.75,0,0,9,0,5,0,158.602,missing,0,10,0.24115,na,na,L,0
233983,1778,0,0,0,0,3964,4955,4955,47272,8919,missing,0,missing,138740,missing,0,0,0,0,0,N/A,0,0,0,2064,1734,395,1095,14904,missing,missing,475,38.0833,0,0,na,4,3,0,missing,missing,0.14286,4,N/A,0,na,L,0
233984,1793,0,0.318,0,0,1189,8904,1189,5451,14056,1591,298,1042,0,missing,0,0,0,0,0,N/A,1065.39,0,5.43,2616,2616,2616,213,2616,missing,missing,86,8.5,0,na,5,1,3,0,missing,missing,0.2,8,0.95374,na,0,L,0
233985,1931,0.0145,0,0,0,4955,33991,33991,193833,117630,missing,3743,40701,247750,missing,0,0,0,0,0,5.9,997.87,N/A,3.79,3095,5840,5840,30386,15604,4289,missing,1730,1.3333,0,na,6,16,4,0,missing,missing,0,13,0.56895,0,0,L,0
233986,1738,1.2742,0.618,0,0,465,2963,465,3815,3676,missing,328,3988,198200,240785,0,0,0,0,0,41.38,3152.38,0,31.52,1049,608,608,243,6753,4319,missing,69,0.25,0,0,2,1,5,0,missing,missing,0,4,0.98957,0,0,L,0
233987,1857,0,0,0,0,16616,16616,16616,51675,16616,missing,8080,57248,49550,missing,0,0,0,0,0,32.72,N/A,N/A,20.42,3559,7087,7087,30386,7087,missing,missing,351,5,0,na,1,3,0,0,missing,missing,0,2,1,na,na,L,0
233988,1673,1.3134,3.184,0.224,0,missing,929,missing,644,929,1228,0,missing,105046,178380,na,na,na,0,0,N/A,N/A,N/A,N/A,689,missing,missing,91,3620,2829,missing,204,0.3333,0,na,5,9,4,0,missing,missing,0.57895,2,0.88181,0,0,C,1
233989,1784,0.1951,0.34,0,0,1098,2456,2456,2874,3911,missing,1897,2522,89190,155415,0,0,0,0,0,34.8,3480,2920,44.6,203,456,456,183,3072,missing,3072,20,9.0833,1,1,14,0,5,0,109.416,missing,0,13,0.1619,na,na,L,0
233990,1686,0.1041,8.327,0,0,63,12278,1213,32039,13555,missing,706,2971,99100,missing,0,0,0,1,1,35.6,3560,N/A,436.46,2454,2220,2220,0,7087,missing,missing,1210,6.9167,1,1,5,9,6,0,missing,missing,0.36364,4,0.87014,0,0,C,0
233991,1660,0.3371,19.909,0,0,missing,33034,missing,7928,36453,4396,0,18257,134776,238804,na,na,0,0,1,N/A,N/A,N/A,N/A,3346,7483,7483,0,7483,3620,missing,330,0.0833,0,na,5,3,1,0,missing,missing,0.76471,1,0.50495,0,0,C,0
233992,1874,0,0,0,0,2973,9268,9268,22775,15016,missing,840,12311,94145,missing,0,0,0,0,0,8.31,0,N/A,4.71,1207,2220,2220,30386,2585,1855,missing,238,6.1667,0,na,1,4,3,0,missing,missing,0,5,1,na,0,L,0
233993,1745,1.4671,0,0,0,25,1164,47,1387,2059,missing,1288,876,89190,138740,0,0,0,3,3,92.86,9285.71,9200,92.86,357,456,456,548,3224,548,missing,47,0.1667,0,0,5,1,6,0,missing,95.41,0.33333,6,0.4974,na,0,C,0
233994,1783,N/A,0,0,0,85,35234,5474,127714,81074,missing,117502,79082,0,389052,0,0,0,8,8,90.53,6442.22,8400,89.58,3717,8304,8304,30386,8304,2981,missing,1833,4.6667,0,0,16,11,3,0,missing,89.394,0,16,0.41718,0,0,L,0
233995,1768,0.4515,0,0,0,991,8985,991,1709,9000,missing,0,0,0,530682,0,0,0,0,0,N/A,N/A,N/A,0,1004,1703,1703,2068,5080,3680,3833,66,1.5833,0,na,1,0,2,0,missing,missing,0.13333,2,0.56453,0,0,L,0
233996,1588,1.7656,8.172,0,0,missing,99,missing,99,99,3718,0,94,42613,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,1288,578,578,0,4410,missing,missing,127,1.5,0,1,3,2,5,0,missing,missing,0.8125,1,N/A,na,0,L,0
233997,1813,8.7207,0,0,0,496,9356,9356,53544,43090,missing,10652,6664,89190,158877,0,0,0,0,0,23.38,2009.91,1978.03,19.9,238,882,882,30386,882,missing,missing,133,0.0833,0,0,10,0,19,0,missing,missing,0,18,0.23807,na,na,L,0
233998,1743,1.0001,0.559,0,0,113,496,376,7889,1584,122,795,981,247751,651087,0,0,0,0,0,46.31,4221.05,4221.05,42.21,1822,243,152,487,5962,91,missing,539,12,0,0,8,5,7,0,missing,98.663,0.23077,6,0.93202,0,0,L,0
233999,1833,3.6023,0,0,0,6,9910,9910,37955,14607,missing,13438,3194,247751,117929,0,0,0,1,1,86.37,5175.57,0,48.78,855,4167,4167,30386,4167,missing,missing,225,6.75,0,0,1,1,7,0,missing,missing,0,7,0.73702,na,na,C,1
234000,1582,0.5961,3.346,0,0,missing,missing,missing,461,0,7961,461,36,42613,255150,na,na,na,1,1,N/A,N/A,N/A,155,missing,213,missing,30,5627,missing,missing,missing,9.9167,0,na,14,na,6,0,missing,missing,1,1,1,na,na,C,1
234001,1876,N/A,0,0,0,496,18311,3524,16948,50838,missing,6331,21175,42613,45883,0,0,0,0,0,39.45,6267.27,N/A,38.27,1931,3498,3498,30386,4319,1734,missing,381,6.25,0,na,7,4,1,0,missing,55.343,0,9,0.53368,na,0,L,0
234002,1732,3.1711,0.909,0.909,0,0,14791,107,25330,39022,missing,8979,7724,56487,87079,3,3,3,7,7,98.64,9888.49,10170.37,98.49,791,1217,1217,152,6905,1551,missing,390,23.75,0,0,11,3,11,0,missing,71.735,0,18,0.35393,0,1,C,0
234003,1805,0.7647,0,0,0,481,7730,481,8225,9465,missing,15,5958,123875,188042,0,0,0,0,0,N/A,0,N/A,0.18,791,882,882,30386,4380,3620,missing,52,2.25,0,na,2,1,3,0,missing,97.997,0.125,3,0.99976,na,0,C,0
234004,1703,0.5993,8.068,7.655,0,missing,0,missing,227,0,149,missing,missing,72343,97447,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,7969,3772,4654,missing,7.8333,0,na,6,na,1,0,107.836,100,0.63636,0,0.65922,0,1,C,0
234005,1657,1.9032,33.12,5.266,7.318,1090,1090,1090,5550,1111,1333,0,230,29730,missing,0,0,0,0,0,N/A,N/A,N/A,N/A,3023,6357,6357,0,7300,913,4106,795,0.5833,0,na,28,8,6,1,110.374,missing,0.43182,13,0.16711,na,1,L,0
234006,1558,1.2248,22.172,0,0,missing,missing,missing,missing,0,6534,missing,0,56487,173425,na,na,na,0,0,N/A,N/A,N/A,N/A,1430,1764,1764,0,2160,missing,missing,47,1,0,na,4,0,4,1,missing,missing,1.16667,0,1,na,na,C,1
234007,1935,0.0168,0,0,0,1983,202947,29730,178580,384819,missing,7857,91814,99100,916675,0,0,0,0,1,15.1,198.67,198.67,4.79,3128,5810,5810,30386,6844,missing,missing,1337,17.6667,0,0,6,10,4,0,missing,missing,0,16,0.5743,0,0,L,0
234008,1692,0.9134,3.646,1.25,0,missing,870,missing,595,870,402,missing,missing,56487,242244,na,na,na,0,0,N/A,N/A,N/A,N/A,319,730,730,152,4045,4045,2646,21,3,1,1,13,0,3,0,113.728,96.071,0.4,8,0.43024,na,0,C,1
234009,1706,3.6059,0.4,0,0,5,248,5,5039,277,679,416,missing,56487,missing,0,0,0,2,2,97.5,6000,6000,45,259,91,61,122,12258,5931,missing,17,7.5833,0,0,3,0,5,0,missing,missing,0.33333,2,0.53571,na,0,L,1
234010,1620,0.2721,15.604,0,2.642,13,13,13,743,13,1188,730,792,24775,322075,0,0,0,1,1,98.27,9826.67,N/A,224.93,598,760,760,0,9885,missing,9885,59,2.3333,0,1,5,0,6,0,101.417,missing,0.85714,2,0.8668,na,na,C,0
234011,1598,0.4052,1.481,0,0,missing,1279,missing,missing,1279,6773,missing,missing,72343,265643,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,1247,missing,30,1369,missing,missing,missing,0.4167,0,na,4,na,6,0,missing,missing,0.92857,2,1,na,0,C,0
234012,1641,0.6902,9.229,0,0,missing,0,missing,missing,0,5294,missing,missing,123875,38847,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,3620,missing,1369,missing,0.25,0,na,21,na,12,0,103.269,missing,0.73077,4,0.30397,na,na,C,1
234013,1743,1.9561,1.156,0,0,0,6609,4460,30341,29146,missing,8541,11003,123875,432076,1,1,1,1,1,61.04,1000,1186.05,36.67,1764,4715,4715,30,4897,4015,missing,580,0.75,2,0,9,6,7,0,missing,missing,0.08571,10,0.31937,0,0,C,1
234014,1775,0.3471,0,0,0,7433,19820,19820,71174,44595,missing,0,14236,123875,500327,0,0,0,0,0,N/A,0,0,0,660,3437,3437,1278,5688,missing,missing,347,2.0833,0,0,na,1,5,0,missing,missing,0.05556,9,N/A,na,na,L,0
234015,1774,0.7974,1.868,0,0,689,8225,8225,25329,25669,missing,7128,7961,89190,missing,0,0,0,2,2,20.88,2779.61,3006.18,28.8,2373,4928,4928,91,5019,1399,487,780,0.25,1,0,15,5,13,0,75.673,86.031,0.15,16,0.39082,na,0,L,0
234016,1660,0.3401,24.011,0,0,102,1559,1559,5879,2156,1040,1015,2241,89190,missing,0,0,0,1,1,37.93,1708,0,54.5,2004,3650,3650,0,3650,3072,missing,593,0.5,0,0,6,7,4,0,missing,missing,0.73913,3,0.58301,na,0,L,0
234017,1779,0.1157,0,0,0,0,10692,4460,42673,34429,missing,34986,14143,123875,373781,1,1,1,9,10,89.85,9933.57,9565.63,75.01,1373,2920,2768,30386,3315,243,missing,632,2.8333,0,0,15,6,5,0,missing,91.041,0,17,0.58957,0,0,C,1
234018,1693,0.5451,13.393,0,6.798,missing,1789,missing,496,2086,8972,missing,0,56487,283283,na,na,0,0,0,N/A,0,N/A,N/A,2859,2646,missing,0,6935,missing,6935,94,10.4167,0,na,3,1,2,0,missing,missing,0.66667,2,1,na,0,L,0
234019,1726,1.8718,12.371,0.289,0,1168,16018,4686,198957,21872,1003,1578,17319,89190,missing,0,0,0,0,0,21.23,2122.67,2122.67,21.23,1897,5810,5810,274,7391,3042,missing,1372,4.3333,0,1,3,15,5,0,missing,missing,0.28205,5,0.86803,0,0,C,0
234020,1798,0.0158,2.465,0,2.465,14865,66187,66187,23685,19397,missing,9359,238597,247751,missing,0,0,0,0,0,10.31,N/A,N/A,9.07,3873,4258,4258,152,7604,1582,5262,764,9.5833,0,na,10,5,2,0,125.708,missing,0.13043,8,0.56184,0,0,L,0
234021,1931,0.0809,0,0,0,496,46577,24628,103814,115899,missing,5089,22520,123875,329653,0,0,0,0,0,9.09,927.78,1676.55,0.38,2093,12927,12927,30386,12927,missing,missing,1170,7.1667,0,0,2,9,4,0,missing,missing,0,12,0.66909,0,0,C,0
234022,1726,0.2748,0.365,0,0,628,13601,628,27964,18896,missing,2345,606,89190,166980,0,0,0,1,1,78.87,N/A,N/A,78.87,1942,1490,1490,30,6479,3559,missing,383,0.25,1,na,3,5,1,1,missing,84.506,0.07692,2,0.79868,0,0,C,0
234023,1875,N/A,0,0,0,22347,31243,31243,51533,40162,missing,6167,13035,247751,missing,0,0,0,0,0,10.32,N/A,N/A,5.89,3108,3741,3741,30386,7026,4836,missing,613,1.1667,0,na,1,6,0,0,missing,missing,0,2,0.68295,na,0,L,0
234024,1759,0,0,0,0,37,25800,25800,22496,18776,missing,30237,48119,123875,241481,0,0,0,1,1,45.59,4264.79,N/A,24.56,1250,2525,2525,1278,6235,669,missing,452,2.5,0,0,4,4,4,0,missing,60.905,0.11111,9,0.62985,0,0,C,0
234025,1811,0.4917,0,0,0,2967,14865,14865,16114,16359,missing,6002,8648,72343,missing,0,0,0,0,0,30.9,N/A,N/A,15.07,2808,1460,1460,30386,6053,3863,missing,554,1.3333,0,na,3,2,1,0,missing,88.729,0.16667,4,0.77817,na,0,C,1
234026,1806,2.2797,20.158,0,0,297,2777,2527,17644,11876,missing,924,26649,123875,449441,0,0,0,0,0,21.3,1331.43,883.33,414.13,1845,3224,3224,30,4258,4076,3285,849,4.5833,0,0,4,11,6,0,missing,88.08,0.31579,8,0.54701,na,0,C,0
